Signature	Number_unique	Number_similar	Similar_signatures	Lowest_LD	Lowest_LD_signature
DKK2 MRPS12 PDZD3 REEP1	590	25	ACTN1 MRPS12 MSC, -2;ADAM28 HR PDZD3, -2;BMP2K C1QA MRPS12, -1;BMP2K FBN1 MRPS12, -1;BMP2K MRPS12 QKI TLE1, -2;C1orf21 REEP1, -2;CD3EAP ERCC2 HOXA3 PTGES3 REEP1, -1;CD3EAP MRPS12, -2;CDH6 REEP1, -2;COL1A1 DKK2, -1;CTGF MRPS12, -2;DKK2 PTGES3 TNFRSF10D, -2;ELK3 MRPS12 PDIA3 QKI, -2;FARP1 MRPS12 REEP1, -8;FARP1 RCN3 REEP1 SCN5A, -1;FBN1 FRAT1 MRPS12 OPCML SLC7A2 SYNPO, 0;FBN1 LCN2 LOR MRPS12 MSX2 TLR4, 0;FBN1 MRPS12 NOX3 TBXA2R, -2;ITIH4 PRKCB REEP1 RPL10A XBP1, 0;KCTD14 MRPS12, -2;MRPS12 MSC, -2;MRPS12 RCAN2 RCVRN SLC39A4, -1;ONECUT2 PDZD3 SLC3A1, -2;PDZD3, -2;REEP1, -2	-8	FARP1 MRPS12 REEP1
DKK2 PTGES3 TNFRSF10D	607	8	CALCOCO1 PTGES3, -3;CD3EAP ERCC2 HOXA3 PTGES3 REEP1, -1;CD3EAP PTGES3, -3;COL1A1 DKK2, -2;DKK2 MRPS12 PDZD3 REEP1, -2;ERCC2 PTGES3, -3;MSX2 PTGES3 TAS2R16, -3;PTGES3, -3	-3	CALCOCO1 PTGES3
DLG2	607	8	ATP5B DLG2 PRKCA RCVRN, -2;CD80 DLG2, -4;CPB2 DLG2 ELN MSC, -2;DLG2 ELN S100P TBXA2R, -2;DLG2 GNAI1 PADI3 PRKCA, -2;DLG2 KIF13B, -4;DLG2 LAMB3, -4;DLG2 TUBB6, -4	-4	CD80 DLG2
DLG2 ELN S100P TBXA2R	574	41	ADAM28 ELN GRIK3, -2;AFF3 ELN, -2;AGER RPH3AL TBXA2R, -2;ATM CEACAM8 IGF1 S100P, -1;ATM ELN NGF PRKCA, -2;ATM IGF1 S100P, -2;ATP5B C1QA CPB2 ELN, 0;ATP5B DLG2 PRKCA RCVRN, -1;BAK1 BDNF HMG20B IGF1 S100P SOX5, 0;BAK1 ELN PRKCB, -2;BAK1 S100P, -2;BDNF COL16A1 IGF1 S100P, -1;C1QA ELN IL12A ITIH4, -2;CD80 DLG2, -1;CEACAM1 DDR2 ELN, -1;COL16A1 MYL1 S100P, -2;CPB2 DLG2 ELN MSC, -7;CPB2 ELN, -2;CPB2 ELN MAPT, -2;CPB2 ELN OLFML2B, -2;CPB2 GABBR2 S100P SYT5, -2;CTGF HNF4A S100P ZNF273, -2;DLG2, -2;DLG2 GNAI1 PADI3 PRKCA, -2;DLG2 KIF13B, -2;DLG2 LAMB3, -2;DLG2 TUBB6, -2;ELN, -2;ELN ERCC2 NGF SYK, -1;ELN F13A1 IRAK3 MAPT, -1;ELN HRH4, -2;ELN MPST, -2;ELN PAX4 TGFB2, -2;ELN PRLR, -2;ELN S100P ZNF668, -8;FBN1 MRPS12 NOX3 TBXA2R, -2;FMO4 S100P, -2;HTR2A LCN2 S100P, -2;PPA2 S100P, -2;S100P, -2;TBXA2R, -2	-8	ELN S100P ZNF668
DLG2 GNAI1 PADI3 PRKCA	570	45	ADAMTS5 BIRC3 MME PRKCA XBP1, -1;ARHGEF1 ITIH4 MRTO4 PRKCA, -2;ATM ELN NGF PRKCA, -2;ATM GNAI1 PRKCB, -2;ATP5B DLG2 PRKCA RCVRN, -6;ATP5B ERCC2 ITIH4 PRKCA, -2;ATP5B GNAI1 TCF4 ZFP36L2, -2;ATP5B PRKCA, -2;BAK1 BDNF GNAI1, -1;BIRC3 BSCL2 PRKCA, -2;BMP2K DCHS2 PRKCA ZIC4, -1;CALCOCO1 LAMA5 PADI3, -2;CD3EAP GNAI1 PRKCA, -8;CD3EAP GNAI1 PRKCA THBS1, -7;CD80 DLG2, -1;CEACAM8 GNAI1 LAMB3 SOX2, -2;COL16A1 GNAI1 PRKCA, -8;CPB2 DLG2 ELN MSC, -1;DDR2 PRKCA TAC1, -1;DDR2 PRKCA VAMP5, -1;DHRS7 GAA GNAI1, -1;DLG2, -2;DLG2 ELN S100P TBXA2R, -2;DLG2 KIF13B, -2;DLG2 LAMB3, -2;DLG2 TUBB6, -2;ELK3 PRKCA TNC, -1;FAM134B PADI3, -2;FBN1 GNAI1 RPL10A, -2;GNAI1, -2;GNAI1 GPR137B IL12A RCAN2, -1;GNAI1 PRKCA, -8;GNAI1 PRKCB QPCTL, -2;GNRH2 HTR2A PRKCA, -2;HMGA1 ITGB7 KIF13B PADI3, -1;ITGB7 PRKCA, -2;ITGBL1 PRKCA, -2;KIF14 MVK PRKCA, -2;MT1H PRKCA, -2;NGF PRKCA SH3TC1 TGFBI, 0;PADI3 PLXNC1, -2;PADI3 SGK1, -2;PRKCA, -2;PRKCA TGFBI, -1;PRKCA TLE1, -1	-8	CD3EAP GNAI1 PRKCA
DLG2 KIF13B	601	14	ATP5B DLG2 PRKCA RCVRN, -2;CD80 DLG2, -3;CPB2 DLG2 ELN MSC, -2;DLG2, -4;DLG2 ELN S100P TBXA2R, -2;DLG2 GNAI1 PADI3 PRKCA, -2;DLG2 LAMB3, -4;DLG2 TUBB6, -4;GADD45B KIF13B, -4;GRTP1 KIF13B MRTO4 RPL18, -2;HMGA1 ITGB7 KIF13B PADI3, -2;ITGB7 KIF13B SLC7A2, -3;KIF13B, -4;KIF13B PRLR, -3	-4	DLG2
DLG2 LAMB3	593	22	ACTN1 COL1A1 DAB2 LAMB3 SGK1, -1;ACTN1 ITGB4 LAMB3 PAX4, -2;ATP5B DLG2 PRKCA RCVRN, -2;BAK1 E2F5 ERCC2 LAMB3, -2;BDNF LAMB3 VENTX, -3;BMP2K LAMB3 TLE1, -3;CALCOCO1 LAMB3, -4;CD80 DLG2, -3;CEACAM8 GNAI1 LAMB3 SOX2, -2;CPB2 DLG2 ELN MSC, -2;DLG2, -4;DLG2 ELN S100P TBXA2R, -2;DLG2 GNAI1 PADI3 PRKCA, -2;DLG2 KIF13B, -4;DLG2 TUBB6, -4;ELK3 LAMB3, -4;F13A1 LAMB3 MYL1 RPL10A, -2;GPR35 IL12A LAMB3, -3;IGF1 LAMB3, -4;LAMB3, -4;LAMB3 MRTO4 PAIP2B, -2;LAMB3 PCDH12, -3	-4	CALCOCO1 LAMB3
DLG2 TUBB6	604	11	ATP5B DLG2 PRKCA RCVRN, -2;CD80 DLG2, -3;CPB2 DLG2 ELN MSC, -2;DLG2, -4;DLG2 ELN S100P TBXA2R, -2;DLG2 GNAI1 PADI3 PRKCA, -2;DLG2 KIF13B, -4;DLG2 LAMB3, -4;KATNA1 QKI TCF4 TUBB6, -2;PAX4 RPL10A TUBB6, -3;QKI TCF4 TUBB6, -3	-4	DLG2
DLGAP1 HMGA1	604	11	ADAM28 GZMA HMGA1 OSBPL9, -2;ADAM28 HMGA1, -4;ALX1 BMP2K HMGA1, -3;ARHGEF1 CLDN3 HMGA1 MYO1A, -2;CEACAM7 FBN1 HMGA1 TPM2, -2;FLI1 HMGA1 PDIA3 TRIP10, -2;HMGA1, -4;HMGA1 ITGB7 KIF13B PADI3, -1;HMGA1 NGF PDGFC, -2;HMGA1 NGF VEGFC, -2;HMGA1 PDLIM4, -3	-4	ADAM28 HMGA1
DTNA	614	1	DTNA GDNF RBM4B WFDC1, -2	-2	DTNA GDNF RBM4B WFDC1
DTNA GDNF RBM4B WFDC1	598	17	ACTN1 GDNF PAIP2B, -2;BSCL2 RBM4B SYNPO TLR4, -1;CEACAM1 GDNF RPL10A SLC7A2 VENTX, -1;DAB2 GDNF INS, -2;DAB2 GDNF MME, -2;DTNA, -2;F3 GDNF ITGB4, -2;FLI1 GDNF TAS2R16, -2;FLI1 RBM4B, -2;FRAT1 GDNF OSBPL9, -2;GDNF, -2;GDNF MCTP2 PAX2 QPCTL, -1;GDNF NHLH1 SCN5A, -2;ITIH4 RBM4B, -2;MAPT TGFBR3 WFDC1, -2;NHLH1 WFDC1, -2;RBM4B, -2	-2	ACTN1 GDNF PAIP2B
E2F5	598	17	AGER BAK1 E2F5 IL12A, -2;ATP5B BAG2 E2F5 RARS, -2;ATP5B BAK1 E2F5 ERCC2 HNF4A, -1;BAK1 E2F5 ERCC2 LAMB3, -2;BMP2K E2F5 ERCC2 IL12A, -2;BMP2K E2F5 SYNPO, -3;CFH E2F5, -4;CTGF E2F5 IRAK3, -3;CYP2B6 E2F5, -4;E2F5 ERCC2, -4;E2F5 ETS2, -4;E2F5 ITIH4 KIF14 ZNF273, -2;E2F5 MRTO4 TLR4, -3;E2F5 MYL1 RPL10A, -3;E2F5 NHLH1 TRIM32, -3;E2F5 OSBPL9, -4;E2F5 TBC1D9, -4	-4	CFH E2F5
E2F5 ERCC2	580	35	AGER BAK1 E2F5 IL12A, -2;ALX1 ERCC2 KATNA1, -3;ATP5B BAG2 E2F5 RARS, -2;ATP5B BAK1 E2F5 ERCC2 HNF4A, -7;ATP5B C1QA ERCC2 HNF4A SYK, -1;ATP5B COL1A1 ERCC2 HNF4A IRAK3, -1;ATP5B ERCC2, -4;ATP5B ERCC2 ITIH4 PRKCA, -2;BAK1 E2F5 ERCC2 LAMB3, -8;BMP2K E2F5 ERCC2 IL12A, -8;BMP2K E2F5 SYNPO, -3;CASP1 ERCC2 KATNA1, -3;CD3EAP ERCC2 HOXA3 PTGES3 REEP1, -1;CEACAM1 ERCC2, -4;CFH E2F5, -3;CPB2 ERCC2 GAA KCNK12 MT1H, -1;CSF1 CTGF ERCC2 TRIP10, -2;CTGF E2F5 IRAK3, -3;CYP2B6 E2F5, -3;E2F5, -4;E2F5 ETS2, -4;E2F5 ITIH4 KIF14 ZNF273, -2;E2F5 MRTO4 TLR4, -3;E2F5 MYL1 RPL10A, -3;E2F5 NHLH1 TRIM32, -3;E2F5 OSBPL9, -4;E2F5 TBC1D9, -4;ELN ERCC2 NGF SYK, -2;ERCC2, -4;ERCC2 F13A1 KATNA1, -2;ERCC2 IGF1R MSX2 PLXNC1, -1;ERCC2 ISG20 ITGB4 KATNA1 TNC, 0;ERCC2 ITIH4 NMT2, -2;ERCC2 KATNA1 MAPT NGF, -1;ERCC2 PTGES3, -3	-8	BAK1 E2F5 ERCC2 LAMB3
E2F5 ETS2	589	26	AGER BAK1 E2F5 IL12A, -2;ARHGEF1 BMP2K DAB2 ETS2, -2;ATP5B BAG2 E2F5 RARS, -2;ATP5B BAK1 BUB1 CFD ETS2, -1;ATP5B BAK1 E2F5 ERCC2 HNF4A, -1;BAK1 E2F5 ERCC2 LAMB3, -2;BDNF BUB1 CEACAM8 ETS2, -2;BMP2K E2F5 ERCC2 IL12A, -2;BMP2K E2F5 SYNPO, -3;BUB1 CFD ETS2 GATA3, -2;BUB1 ETS2 F13A1, -3;CFH E2F5, -3;CTGF E2F5 IRAK3, -3;CYP27A1 ETS2 MAPT TNC, -2;CYP2B6 E2F5, -3;E2F5, -4;E2F5 ERCC2, -4;E2F5 ITIH4 KIF14 ZNF273, -2;E2F5 MRTO4 TLR4, -3;E2F5 MYL1 RPL10A, -3;E2F5 NHLH1 TRIM32, -3;E2F5 OSBPL9, -4;E2F5 TBC1D9, -4;ETS2, -4;ETS2 HNF4A, -3;ETS2 PNLIP TLR4, -2	-4	E2F5
E2F5 ITIH4 KIF14 ZNF273	580	35	AAK1 KIF14 KIF1A RFX4, -1;AGER BAK1 E2F5 IL12A, 0;ARHGEF1 ITIH4 MRTO4 PRKCA, -2;ATP5B BAG2 E2F5 RARS, 0;ATP5B BAK1 E2F5 ERCC2 HNF4A, 0;ATP5B ERCC2 ITIH4 PRKCA, -1;ATP5B GADD45G KIF14, -2;BAK1 E2F5 ERCC2 LAMB3, -1;BIRC3 EVI2A ITIH4 RPH3AL, -1;BMP2K E2F5 ERCC2 IL12A, -1;BMP2K E2F5 SYNPO, -1;C1QA ELN IL12A ITIH4, 0;CD1D GPR35 ITIH4 OSBPL9, -1;CFH E2F5, -1;COL1A1 KIF14, -2;CTGF E2F5 IRAK3, -1;CTGF HNF4A S100P ZNF273, -2;CYP2B6 DUSP11 KIF14, -2;CYP2B6 E2F5, -1;E2F5, -2;E2F5 ERCC2, -2;E2F5 ETS2, -2;E2F5 MRTO4 TLR4, -2;E2F5 MYL1 RPL10A, -2;E2F5 NHLH1 TRIM32, -2;E2F5 OSBPL9, -2;E2F5 TBC1D9, -2;ERCC2 ITIH4 NMT2, -2;ITIH4, -2;ITIH4 PRKCB REEP1 RPL10A XBP1, 0;ITIH4 RBM4B, -2;ITIH4 RPL10A, -2;KIF14, -2;KIF14 MVK PRKCA, -1;ZNF273, -2	-2	ARHGEF1 ITIH4 MRTO4 PRKCA
E2F5 MRTO4 TLR4	577	38	ACTN1 BDNF MRTO4, -2;AGER BAK1 E2F5 IL12A, -1;AGER MRTO4, -3;ARHGEF1 ITIH4 MRTO4 PRKCA, -2;ATP5B BAG2 E2F5 RARS, -1;ATP5B BAK1 E2F5 ERCC2 HNF4A, -1;BAK1 E2F5 ERCC2 LAMB3, -2;BDNF CFD INS MRTO4, -1;BMP2K E2F5 ERCC2 IL12A, -2;BMP2K E2F5 SYNPO, -2;BSCL2 RBM4B SYNPO TLR4, -2;BSPRY RBMS2 TLR4, -3;BUB1 MRTO4 OLFML2B, -3;CDH6 MRTO4 PAIP2B, -3;CFH E2F5, -2;CTGF E2F5 IRAK3, -2;CYP2B6 E2F5, -2;E2F5, -3;E2F5 ERCC2, -3;E2F5 ETS2, -3;E2F5 ITIH4 KIF14 ZNF273, -2;E2F5 MYL1 RPL10A, -3;E2F5 NHLH1 TRIM32, -3;E2F5 OSBPL9, -3;E2F5 TBC1D9, -3;ETS2 PNLIP TLR4, -3;FBN1 LCN2 LOR MRPS12 MSX2 TLR4, 0;FRAT1 TLR4, -3;GRTP1 KIF13B MRTO4 RPL18, -2;HTR2A RPH3AL TLR4, -3;KATNA1 MRTO4 PAX2 SLC7A2 TGFBI, -1;LAMA5 LILRB5 MRTO4 OSBPL9, -2;LAMB3 MRTO4 PAIP2B, -3;LILRB5 MRTO4 TLE1, -3;MME MRTO4, -3;MRTO4, -3;MRTO4 TLR4, -9;PDGFC SLC5A4 TLR4, -3	-9	MRTO4 TLR4
E2F5 MYL1 RPL10A	576	39	ACTN1 F13A1 RPL10A, -3;ACTN1 RPL10A, -3;AGER BAK1 E2F5 IL12A, -1;AGER HNF4A RPL10A, -3;ATP5B BAG2 E2F5 RARS, -1;ATP5B BAK1 E2F5 ERCC2 HNF4A, -1;BAK1 E2F5 ERCC2 LAMB3, -2;BAK1 LCN2 MYL1 NOX3 RCVRN, -1;BIRC3 F13A1 RPL10A, -3;BIRC3 RPL10A, -3;BMP2K E2F5 ERCC2 IL12A, -2;BMP2K E2F5 SYNPO, -2;CEACAM1 GDNF RPL10A SLC7A2 VENTX, -1;CFH E2F5, -2;COL16A1 MYL1 S100P, -3;COL1A1 MSX2 MYL1 RPL10A TAS2R16, -7;CTGF E2F5 IRAK3, -2;CYP2B6 E2F5, -2;E2F5, -3;E2F5 ERCC2, -3;E2F5 ETS2, -3;E2F5 ITIH4 KIF14 ZNF273, -2;E2F5 MRTO4 TLR4, -3;E2F5 NHLH1 TRIM32, -3;E2F5 OSBPL9, -3;E2F5 TBC1D9, -3;F13A1 HNF4A NGF RPL10A, -2;F13A1 IRAK3 MAPT QKI RPL10A, -1;F13A1 LAMB3 MYL1 RPL10A, -8;FBN1 GNAI1 RPL10A, -3;HNF4A RPL10A, -3;HNF4A RPL10A TLE1, -2;ITIH4 PRKCB REEP1 RPL10A XBP1, -1;ITIH4 RPL10A, -3;MSX2 NMT2 RPL10A TAS2R16, -2;MYL1 SCN5A, -3;PAX4 RPL10A TUBB6, -2;PRMT1 RPL10A, -3;RPL10A, -3	-8	F13A1 LAMB3 MYL1 RPL10A
E2F5 NHLH1 TRIM32	594	21	AGER BAK1 E2F5 IL12A, -1;ATP5B BAG2 E2F5 RARS, -1;ATP5B BAK1 E2F5 ERCC2 HNF4A, -1;BAK1 E2F5 ERCC2 LAMB3, -2;BMP2K E2F5 ERCC2 IL12A, -2;BMP2K E2F5 SYNPO, -2;CFH E2F5, -2;CTGF E2F5 IRAK3, -2;CYP2B6 E2F5, -2;E2F5, -3;E2F5 ERCC2, -3;E2F5 ETS2, -3;E2F5 ITIH4 KIF14 ZNF273, -2;E2F5 MRTO4 TLR4, -3;E2F5 MYL1 RPL10A, -3;E2F5 OSBPL9, -3;E2F5 TBC1D9, -3;FARP1 HNF4A HPCAL4 NHLH1, -1;GDNF NHLH1 SCN5A, -3;NHLH1, -3;NHLH1 WFDC1, -3	-3	E2F5
E2F5 OSBPL9	592	23	ADAM28 GZMA HMGA1 OSBPL9, -2;AGER BAK1 E2F5 IL12A, -2;ATP5B BAG2 E2F5 RARS, -2;ATP5B BAK1 E2F5 ERCC2 HNF4A, -1;BAK1 E2F5 ERCC2 LAMB3, -2;BMP2K E2F5 ERCC2 IL12A, -2;BMP2K E2F5 SYNPO, -3;C4BPA ELK3 OSBPL9, -3;CAPN9 CPB2 OSBPL9, -3;CD1D GPR35 ITIH4 OSBPL9, -2;CFH E2F5, -3;CTGF E2F5 IRAK3, -3;CYP2B6 E2F5, -3;E2F5, -4;E2F5 ERCC2, -4;E2F5 ETS2, -4;E2F5 ITIH4 KIF14 ZNF273, -2;E2F5 MRTO4 TLR4, -3;E2F5 MYL1 RPL10A, -3;E2F5 NHLH1 TRIM32, -3;E2F5 TBC1D9, -4;FRAT1 GDNF OSBPL9, -3;LAMA5 LILRB5 MRTO4 OSBPL9, -2	-4	E2F5
E2F5 TBC1D9	597	18	ADAM19 DCHS2 PDLIM4 TBC1D9 TG, -1;AGER BAK1 E2F5 IL12A, -2;ATP5B BAG2 E2F5 RARS, -2;ATP5B BAK1 E2F5 ERCC2 HNF4A, -1;BAK1 E2F5 ERCC2 LAMB3, -2;BMP2K E2F5 ERCC2 IL12A, -2;BMP2K E2F5 SYNPO, -3;CFH E2F5, -3;CTGF E2F5 IRAK3, -3;CYP2B6 E2F5, -3;E2F5, -4;E2F5 ERCC2, -4;E2F5 ETS2, -4;E2F5 ITIH4 KIF14 ZNF273, -2;E2F5 MRTO4 TLR4, -3;E2F5 MYL1 RPL10A, -3;E2F5 NHLH1 TRIM32, -3;E2F5 OSBPL9, -4	-4	E2F5
EHD2	615	0		100	
ELK3	604	11	C4BPA ELK3 OSBPL9, -3;CTGF ELK3 FBN1 GRTP1 PALM, -1;DHRS7 ELK3 FBN1 SLC7A2, -2;ELK3 FAM134B, -4;ELK3 FAM134B FBN1, -3;ELK3 FAM134B NOX3, -3;ELK3 FAM134B TLE1, -3;ELK3 FOXC2, -4;ELK3 LAMB3, -4;ELK3 MRPS12 PDIA3 QKI, -2;ELK3 PRKCA TNC, -3	-4	ELK3 FAM134B
ELK3 FAM134B	597	18	C4BPA ELK3 OSBPL9, -3;CARD9 FAM134B PALM TGFBR3, -2;CTGF ELK3 FBN1 GRTP1 PALM, -1;DHRS7 ELK3 FBN1 SLC7A2, -2;ELK3, -4;ELK3 FAM134B FBN1, -9;ELK3 FAM134B NOX3, -9;ELK3 FAM134B TLE1, -9;ELK3 FOXC2, -4;ELK3 LAMB3, -4;ELK3 MRPS12 PDIA3 QKI, -2;ELK3 PRKCA TNC, -3;EXT1 FAM134B RREB1, -3;FAM134B, -4;FAM134B HNF4A NRTN PLXNC1, -1;FAM134B MSC, -3;FAM134B OLFML2B PAX2 SYNPO, -1;FAM134B PADI3, -3	-9	ELK3 FAM134B FBN1
ELK3 FAM134B FBN1	582	33	AGER FBN1, -3;ATP5B FBN1 HNF4A, -2;BAK1 FBN1 GADD45G TLE1, -1;BMP2K FBN1 MRPS12, -2;C4BPA ELK3 OSBPL9, -2;CARD9 FAM134B PALM TGFBR3, -2;CEACAM7 FBN1 HMGA1 TPM2, -1;CLDN3 FBN1, -3;CTGF ELK3 FBN1 GRTP1 PALM, -6;DDR2 EVI2A FBN1 GPRC5D, -2;DDR2 FBN1 ITGBL1 TLE1, -1;DHRS7 ELK3 FBN1 SLC7A2, -7;ELK3, -3;ELK3 FAM134B, -9;ELK3 FAM134B NOX3, -9;ELK3 FAM134B TLE1, -9;ELK3 FOXC2, -3;ELK3 LAMB3, -3;ELK3 MRPS12 PDIA3 QKI, -2;ELK3 PRKCA TNC, -3;EXT1 FAM134B RREB1, -3;FAM134B, -3;FAM134B HNF4A NRTN PLXNC1, -1;FAM134B MSC, -3;FAM134B OLFML2B PAX2 SYNPO, -1;FAM134B PADI3, -3;FBN1 FRAT1 MRPS12 OPCML SLC7A2 SYNPO, 2;FBN1 GNAI1 RPL10A, -1;FBN1 ITGBL1, -2;FBN1 LCN2 LOR MRPS12 MSX2 TLR4, 2;FBN1 MRPS12 NOX3 TBXA2R, 0;FBN1 MT1H, -2;FBN1 MT1H VENTX, -1	-9	ELK3 FAM134B
ELK3 FAM134B NOX3	588	27	ATP1B3 FLI1 FOXC2 NOX3 SLC22A8, -1;BAK1 LCN2 MYL1 NOX3 RCVRN, -1;C1orf21 NOX3 OLFML2B, -2;C4BPA ELK3 OSBPL9, -2;CARD9 FAM134B PALM TGFBR3, -2;CTGF ELK3 FBN1 GRTP1 PALM, -1;DHRS7 ELK3 FBN1 SLC7A2, -2;ELK3, -3;ELK3 FAM134B, -9;ELK3 FAM134B FBN1, -9;ELK3 FAM134B TLE1, -9;ELK3 FOXC2, -3;ELK3 LAMB3, -3;ELK3 MRPS12 PDIA3 QKI, -2;ELK3 PRKCA TNC, -3;EXT1 FAM134B RREB1, -3;FAM134B, -3;FAM134B HNF4A NRTN PLXNC1, -1;FAM134B MSC, -3;FAM134B OLFML2B PAX2 SYNPO, -1;FAM134B PADI3, -3;FBN1 MRPS12 NOX3 TBXA2R, -2;GADD45B ITGBL1 NOX3 RPH3AL SYK, -1;GADD45G MSX2 NOX3 RPH3AL SRGAP3, -1;IFI16 NOX3 RREB1, -2;NOX3 RREB1 SETD4, -1;NOX3 RREB1 VENTX, -1	-9	ELK3 FAM134B
ELK3 FAM134B TLE1	580	35	ACTN1 TLE1, -3;ADRA2A BMP2K FMO4 TLE1, -2;ARHGEF1 BAK1 TLE1, -3;BAK1 FBN1 GADD45G TLE1, -2;BAK1 GADD45G TLE1, -3;BMP2K DCHS2 MAPT TLE1, -2;BMP2K LAMB3 TLE1, -3;BMP2K MRPS12 QKI TLE1, -2;C4BPA ELK3 OSBPL9, -2;CARD9 FAM134B PALM TGFBR3, -2;CTGF ELK3 FBN1 GRTP1 PALM, -1;DDR2 FBN1 ITGBL1 TLE1, -2;DDR2 HMG20B MCTP2 TLE1, -2;DHRS7 ELK3 FBN1 SLC7A2, -2;ELK3, -3;ELK3 FAM134B, -9;ELK3 FAM134B FBN1, -9;ELK3 FAM134B NOX3, -9;ELK3 FOXC2, -3;ELK3 LAMB3, -3;ELK3 MRPS12 PDIA3 QKI, -2;ELK3 PRKCA TNC, -3;EXT1 FAM134B RREB1, -3;FAM134B, -3;FAM134B HNF4A NRTN PLXNC1, -1;FAM134B MSC, -3;FAM134B OLFML2B PAX2 SYNPO, -1;FAM134B PADI3, -3;HMG20B SGK1 TLE1, -3;HNF4A RPL10A TLE1, -3;JPH2 PALM PDLIM4 TLE1, -2;LILRB5 MRTO4 TLE1, -3;NGF TLE1, -3;PRKCA TLE1, -3;TLE1, -3	-9	ELK3 FAM134B
ELK3 FOXC2	601	14	ATP1B3 FLI1 FOXC2 NOX3 SLC22A8, -1;C4BPA ELK3 OSBPL9, -3;CTGF ELK3 FBN1 GRTP1 PALM, -1;DHRS7 ELK3 FBN1 SLC7A2, -2;ELK3, -4;ELK3 FAM134B, -4;ELK3 FAM134B FBN1, -3;ELK3 FAM134B NOX3, -3;ELK3 FAM134B TLE1, -3;ELK3 LAMB3, -4;ELK3 MRPS12 PDIA3 QKI, -2;ELK3 PRKCA TNC, -3;FOXC2, -4;FOXC2 IL23A LMO3, -2	-4	ELK3
ELK3 LAMB3	590	25	ACTN1 COL1A1 DAB2 LAMB3 SGK1, -1;ACTN1 ITGB4 LAMB3 PAX4, -2;BAK1 E2F5 ERCC2 LAMB3, -2;BDNF LAMB3 VENTX, -3;BMP2K LAMB3 TLE1, -3;C4BPA ELK3 OSBPL9, -3;CALCOCO1 LAMB3, -4;CEACAM8 GNAI1 LAMB3 SOX2, -2;CTGF ELK3 FBN1 GRTP1 PALM, -1;DHRS7 ELK3 FBN1 SLC7A2, -2;DLG2 LAMB3, -4;ELK3, -4;ELK3 FAM134B, -4;ELK3 FAM134B FBN1, -3;ELK3 FAM134B NOX3, -3;ELK3 FAM134B TLE1, -3;ELK3 FOXC2, -4;ELK3 MRPS12 PDIA3 QKI, -2;ELK3 PRKCA TNC, -3;F13A1 LAMB3 MYL1 RPL10A, -2;GPR35 IL12A LAMB3, -3;IGF1 LAMB3, -4;LAMB3, -4;LAMB3 MRTO4 PAIP2B, -2;LAMB3 PCDH12, -3	-4	CALCOCO1 LAMB3
ELK3 MRPS12 PDIA3 QKI	573	42	ACTN1 MRPS12 MSC, -2;AGER QKI, -2;BMP2K C1QA MRPS12, -1;BMP2K FBN1 MRPS12, -1;BMP2K MRPS12 QKI TLE1, -7;BSCL2 CD40 GRTP1 PDIA3, -1;C1QA PDIA3 SAMD9 VEGFC, -1;C4BPA ELK3 OSBPL9, -1;CALCOCO1 QKI, -2;CBR3 LHX2 QKI, -2;CD3EAP MRPS12, -2;CTGF ELK3 FBN1 GRTP1 PALM, -1;CTGF MRPS12, -2;DHRS7 ELK3 FBN1 SLC7A2, -1;DKK2 MRPS12 PDZD3 REEP1, -2;ELK3, -2;ELK3 FAM134B, -2;ELK3 FAM134B FBN1, -2;ELK3 FAM134B NOX3, -2;ELK3 FAM134B TLE1, -2;ELK3 FOXC2, -2;ELK3 LAMB3, -2;ELK3 PRKCA TNC, -2;F13A1 IRAK3 MAPT QKI RPL10A, -1;FARP1 MRPS12 REEP1, -2;FBN1 FRAT1 MRPS12 OPCML SLC7A2 SYNPO, 0;FBN1 LCN2 LOR MRPS12 MSX2 TLR4, 0;FBN1 MRPS12 NOX3 TBXA2R, -2;FLI1 HMGA1 PDIA3 TRIP10, -2;GABBR2 GADD45G PDIA3, -2;GTF2H5 PDIA3 WIPF1 ZIC4, -1;IGF1 MSC PDIA3 PPA2, -2;KATNA1 QKI TCF4 TUBB6, 0;KCTD14 MRPS12, -2;MRPS12 MSC, -2;MRPS12 RCAN2 RCVRN SLC39A4, -1;MSC QKI, -2;PDIA3, -2;PDIA3 PNLIP, -2;PDIA3 SYK, -2;QKI, -2;QKI TCF4 TUBB6, 0	-7	BMP2K MRPS12 QKI TLE1
